successful_ticker,timestamp
BLSH,2025-08-20 16:59:14
BLDR,2025-08-20 16:59:14
ALB,2025-08-20 16:59:14
EBR-B,2025-08-20 16:59:14
WFC,2025-08-20 16:59:14
NVR,2025-08-20 16:59:14
MGRE,2025-08-20 16:59:14
TLYS,2025-08-20 16:59:14
LVWR,2025-08-20 16:59:14
BAX,2025-08-20 16:59:14
WTM,2025-08-20 16:59:14
BRK-A,2025-08-20 16:59:14
DIS,2025-08-20 16:59:14
BBDO,2025-08-20 16:59:14
WOLF,2025-08-20 16:59:14
XOM,2025-08-20 16:59:14
VNCE,2025-08-20 16:59:14
T,2025-08-20 16:59:14
BAC,2025-08-20 16:59:14
GRP-UN,2025-08-20 16:59:14
CVX,2025-08-20 16:59:14
LHX,2025-08-20 16:59:14
LPX,2025-08-20 16:59:14
SBDS,2025-08-20 16:59:14
NMAX,2025-08-20 16:59:14
EBR,2025-08-20 16:59:14
BRK-B,2025-08-20 16:59:14
RDDT,2025-08-20 16:59:14
MX,2025-08-20 16:59:14
AROC,2025-08-20 16:59:14
AESI,2025-08-20 16:59:14
MS,2025-08-20 16:59:14
LOW,2025-08-20 16:59:14
AMPY,2025-08-20 16:59:14
NET,2025-08-20 16:59:14
DSP,2025-08-20 16:59:14
C,2025-08-20 16:59:14
FSLY,2025-08-20 16:59:14
AMCR,2025-08-20 16:59:14
AME,2025-08-20 16:59:14
ASRV,2025-08-20 16:59:14
EBMT,2025-08-20 16:59:14
FC,2025-08-20 16:59:14
VRE,2025-08-20 16:59:14
BDC,2025-08-20 16:59:14
MRUS,2025-08-20 16:59:14
FUBO,2025-08-20 16:59:14
CUBE,2025-08-20 16:59:14
ASTI,2025-08-20 16:59:14
CTRE,2025-08-20 16:59:14
FUL,2025-08-20 16:59:14
CMG,2025-08-20 16:59:14
MP,2025-08-20 16:59:14
CAH,2025-08-20 16:59:14
MRP,2025-08-20 16:59:14
BRC,2025-08-20 16:59:14
ATI,2025-08-20 16:59:14
OVV,2025-08-20 16:59:14
MTDR,2025-08-20 16:59:14
NIQ,2025-08-20 16:59:14
BNAI,2025-08-20 16:59:14
CAVA,2025-08-20 16:59:14
MTN,2025-08-20 16:59:14
RIO,2025-08-20 16:59:14
ONTF,2025-08-20 16:59:14
ATLN,2025-08-20 16:59:14
PSA-PG,2025-08-20 16:59:14
MTW,2025-08-20 16:59:14
BF-A,2025-08-20 16:59:14
APEI,2025-08-20 16:59:14
APO,2025-08-20 16:59:14
BKV,2025-08-20 16:59:14
BDSX,2025-08-20 16:59:14
AOMR,2025-08-20 16:59:14
BROS,2025-08-20 16:59:14
AN,2025-08-20 16:59:14
CADE-PA,2025-08-20 16:59:14
AIR,2025-08-20 16:59:14
ALL,2025-08-20 16:59:14
CE,2025-08-20 16:59:14
LLYVK,2025-08-20 16:59:14
BXP,2025-08-20 16:59:14
AFGC,2025-08-20 16:59:14
LIVN,2025-08-20 16:59:14
CMRE,2025-08-20 16:59:14
COST,2025-08-20 16:59:14
LITE,2025-08-20 16:59:14
CTW,2025-08-20 16:59:14
LINC,2025-08-20 16:59:14
KT,2025-08-20 16:59:14
STNG,2025-08-20 16:59:14
TMHC,2025-08-20 16:59:14
ET-PI,2025-08-20 16:59:14
LDOS,2025-08-20 16:59:14
TPH,2025-08-20 16:59:14
TPR,2025-08-20 16:59:14
ARCO,2025-08-20 16:59:14
WKC,2025-08-20 16:59:14
DEA,2025-08-20 16:59:14
DAC,2025-08-20 16:59:14
NGVT,2025-08-20 16:59:14
IRM,2025-08-20 16:59:14
AVNT,2025-08-20 16:59:14
NPB,2025-08-20 16:59:14
NUS,2025-08-20 16:59:14
